safari-50,safari-100,safari-250,safari-500,safari-1000,safari-1500,safari-2000
145,241.00000000000003,523,880,1823,2613,3267.0000000000005
157,213,710,991.0000000000001,1719,2814,3338
155,353,579,990.0000000000001,1769,2510,3259
201,391,492,996,1887.0000000000002,2535,3354
220.00000000000003,296,529,987.0000000000001,1770.0000000000002,2628,3384
